person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,Risk_Tier,EAD,LGD,Expected_Loss
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,3600,10.99,0,0.12,N,3,0.46271314133244856,High,3600,0.45,749.5952889585667
24,30000,RENT,1.0,VENTURE,A,3600,8.49,0,0.12,N,3,0.16322353667265774,High,3600,0.45,264.4221294097055
22,36000,MORTGAGE,2.0,VENTURE,B,7750,9.99,0,0.22,N,4,0.25516653336234757,High,7750,0.45,889.8932851011871
23,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15800,13.72,0,0.44,Y,4,0.9201738252591823,High,15800,0.45,6542.435897592787
23,30000,RENT,4.0,PERSONAL,C,3600,14.17,0,0.12,N,3,0.46696127230331524,High,3600,0.45,756.4772611313707
23,30000,RENT,0.0,VENTURE,A,3600,6.17,0,0.12,N,2,0.1420266301300291,Medium,3600,0.45,230.08314081064717
22,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1800,6.17,0,0.05,N,4,0.10613329840130795,Medium,1800,0.45,85.96797170505944
24,36000,MORTGAGE,8.0,PERSONAL,A,4800,6.91,0,0.13,N,3,0.14510069686648497,Medium,4800,0.45,313.4175052316075
22,30000,RENT,0.0,VENTURE,B,3600,12.21,0,0.12,N,3,0.24988527236359973,High,3600,0.45,404.8141412290316
23,30000,RENT,7.0,EDUCATION,B,3600,9.7,0,0.12,N,3,0.2968184334882201,High,3600,0.45,480.8458622509166
22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.28,N,3,0.4774377799709987,High,10000,0.45,2148.4700098694943
22,31000,RENT,4.0,VENTURE,B,3600,12.69,0,0.12,N,3,0.2561400295078873,High,3600,0.45,414.9468478027774
23,36000,OWN,1.0,VENTURE,A,1800,6.54,0,0.05,N,4,0.008615124996287709,Low,1800,0.45,6.978251246993044
25,31200,RENT,0.0,DEBTCONSOLIDATION,A,3600,8.9,0,0.12,N,2,0.3609526979137324,High,3600,0.45,584.7433706202465
23,36000,OWN,1.0,MEDICAL,C,14600,12.61,0,0.41,Y,2,0.6042325212914303,High,14600,0.45,3969.8076648846977
23,36000,OWN,7.0,EDUCATION,B,6000,8.88,0,0.17,N,2,0.05747387446831053,Medium,6000,0.45,155.17946106443844
25,31800,RENT,2.0,PERSONAL,A,3600,7.51,0,0.11,N,3,0.23211719054923308,High,3600,0.45,376.02984868975756
24,32000,RENT,9.0,MEDICAL,A,3600,7.49,0,0.11,N,3,0.29339480550161107,High,3600,0.45,475.29958491260993
23,32000,RENT,6.0,PERSONAL,A,3600,9.63,0,0.11,N,3,0.2611413551204607,High,3600,0.45,423.04899529514637
25,33000,RENT,4.0,MEDICAL,B,3600,10.0,1,0.11,N,3,0.39231438728785184,High,3600,0.45,635.54930740632
22,35000,RENT,0.0,PERSONAL,B,3600,11.83,0,0.1,N,3,0.3227910349988148,High,3600,0.45,522.92147669808
22,36000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.33,N,4,0.5243068575582649,High,12000,0.45,2831.2570308146305
25,36000,RENT,2.0,EDUCATION,C,3600,15.23,0,0.1,N,4,0.3706392600433238,High,3600,0.45,600.4356012701845
22,36000,RENT,2.0,EDUCATION,C,3600,12.99,0,0.1,N,2,0.3354165086533886,High,3600,0.45,543.3747440184897
25,36000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.17,N,4,0.21148526428129116,High,6000,0.45,571.0102135594861
22,36000,RENT,3.0,PERSONAL,A,3600,5.99,0,0.1,N,2,0.194100508219244,High,3600,0.45,314.44282331517525
24,36000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,N,2,0.2814828544798913,High,3600,0.45,456.0022242574239
26,36000,MORTGAGE,2.0,PERSONAL,B,10000,10.75,0,0.28,N,2,0.5352232362344181,High,10000,0.45,2408.5045630548816
23,30000,MORTGAGE,4.0,MEDICAL,D,4000,16.32,1,0.13,Y,4,0.8637068486350608,High,4000,0.45,1554.6723275431093
22,37008,RENT,2.0,EDUCATION,B,3600,12.42,0,0.1,N,4,0.28637156258148405,High,3600,0.45,463.9219313820042
23,36000,OWN,,VENTURE,A,18000,7.88,0,0.5,N,2,0.36202013723796156,High,18000,0.45,2932.3631116274887
22,38400,RENT,6.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.09,N,3,0.3990791556866393,High,3600,0.45,646.5082322123558
23,38400,RENT,7.0,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,N,3,0.46149586069306886,High,3600,0.45,747.6232943227716
24,36000,MORTGAGE,8.0,VENTURE,A,3250,6.39,0,0.09,N,2,0.0571345175564062,Medium,3250,0.45,83.55923192624407
24,36000,MORTGAGE,3.0,MEDICAL,C,8000,13.61,0,0.22,N,2,0.5747961203849353,High,8000,0.45,2069.2660333857675
22,36000,OWN,6.0,EDUCATION,D,12000,15.21,0,0.33,Y,3,0.7973061639254723,High,12000,0.45,4305.45328519755
22,36000,MORTGAGE,6.0,PERSONAL,D,1400,14.84,0,0.04,Y,4,0.6326767692312043,High,1400,0.45,398.58636461565874
26,36000,MORTGAGE,6.0,PERSONAL,A,4000,6.76,0,0.11,N,3,0.12311514987686592,Medium,4000,0.45,221.60726977835864
25,33772,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,Y,2,0.9314306503119392,High,3600,0.45,1508.9176535053416
23,40000,RENT,3.0,DEBTCONSOLIDATION,C,3600,15.96,0,0.09,Y,4,0.5142070838785987,High,3600,0.45,833.0154758833299
22,36000,MORTGAGE,0.0,MEDICAL,A,4500,7.51,0,0.13,N,2,0.20214035823602022,High,4500,0.45,409.33422542794096
24,40000,RENT,1.0,MEDICAL,C,3600,13.49,0,0.09,N,3,0.43953720553023895,High,3600,0.45,712.0502729589871
25,36000,MORTGAGE,5.0,VENTURE,E,4800,17.93,0,0.13,N,3,0.7636915867940698,High,4800,0.45,1649.5738274751907
21,40000,RENT,5.0,MEDICAL,A,3600,5.42,0,0.09,N,4,0.22002743912928724,High,3600,0.45,356.4444513894453
26,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5400,7.51,0,0.15,N,4,0.2925551367213973,High,5400,0.45,710.9089822329954
25,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4,0.43702387226397965,High,9000,0.45,1769.9466826691175
23,36000,MORTGAGE,3.0,VENTURE,B,4800,10.38,0,0.13,N,4,0.1307171369733701,Medium,4800,0.45,282.3490158624794
24,40000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.09,N,2,0.23510677409471595,High,3600,0.45,380.87297403343985
23,36000,OWN,3.0,EDUCATION,A,8500,7.51,0,0.24,N,3,0.07475188453991378,Medium,8500,0.45,285.92595836517023
22,40000,RENT,0.0,PERSONAL,A,3600,6.17,0,0.09,N,2,0.17721835576012396,High,3600,0.45,287.0937363314008
24,40000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.12,0,0.09,N,3,0.37159848092701003,High,3600,0.45,601.9895391017562
22,36000,MORTGAGE,6.0,VENTURE,A,7500,7.14,0,0.21,N,3,0.16202213735259144,High,7500,0.45,546.824713564996
25,36000,MORTGAGE,3.0,VENTURE,B,5000,,0,0.14,N,4,0.14804048271067463,Medium,5000,0.45,333.0910860990179
22,36000,MORTGAGE,1.0,EDUCATION,A,6000,7.51,0,0.17,N,4,0.17545801071871772,High,6000,0.45,473.7366289405379
22,42000,RENT,0.0,VENTURE,C,3600,14.72,0,0.09,Y,4,0.2565215597228178,High,3600,0.45,415.5649267509649
23,36000,OWN,2.0,VENTURE,B,15000,11.36,0,0.42,N,4,0.3175279776420603,High,15000,0.45,2143.313849083907
23,37000,RENT,7.0,EDUCATION,A,11000,6.62,0,0.3,N,3,0.5495590654314121,High,11000,0.45,2720.31737388549
23,37440,RENT,0.0,VENTURE,B,11000,,0,0.29,N,2,0.5559148193845704,High,11000,0.45,2751.778355953624
24,37950,RENT,8.0,EDUCATION,B,11000,11.86,0,0.29,N,2,0.6688156413666064,High,11000,0.45,3310.6374247647022
24,36000,MORTGAGE,4.0,VENTURE,D,2000,14.96,0,0.06,N,2,0.5148926866516771,High,2000,0.45,463.4034179865094
26,36000,OWN,,PERSONAL,B,15000,10.25,0,0.42,N,2,0.44523034995802563,High,15000,0.45,3005.304862216673
22,39500,RENT,3.0,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,Y,2,0.8160433361824039,High,11000,0.45,4039.4145141028994
23,39500,RENT,7.0,MEDICAL,A,11000,,0,0.28,N,2,0.6877638250301821,High,11000,0.45,3404.430933899401
23,39520,RENT,8.0,PERSONAL,A,11000,5.42,0,0.28,N,2,0.5180834103430322,High,11000,0.45,2564.5128811980094
22,39996,RENT,3.0,PERSONAL,A,11000,5.79,0,0.28,N,2,0.5260974598482517,High,11000,0.45,2604.1824262488462
22,34000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.99,1,0.32,N,3,0.9890626742441063,High,11000,0.45,4895.8602375083265
22,41000,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,N,4,0.7501669984816596,High,11000,0.45,3713.326642484215
24,41280,RENT,3.0,VENTURE,D,11000,15.28,0,0.27,N,3,0.9252448755518262,High,11000,0.45,4579.962133981539
26,36000,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0,0.28,N,3,0.5193138372165227,High,10000,0.45,2336.912267474352
25,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.19,Y,2,0.5183798017472153,High,7000,0.45,1632.8963755037282
23,36000,MORTGAGE,,EDUCATION,A,10000,7.14,0,0.28,N,3,0.35776353404310246,High,10000,0.45,1609.9359031939612
21,41808,RENT,5.0,EDUCATION,E,11000,17.19,0,0.26,Y,3,0.9640955612072519,High,11000,0.45,4772.273027975897
22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2,0.6306718921959253,High,11000,0.45,3121.8258663698302
21,36000,RENT,3.0,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,N,4,0.8505882870615183,High,11000,0.45,4210.412020954516
23,36000,RENT,0.0,VENTURE,C,11000,13.11,1,0.31,Y,3,0.7036821000325587,High,11000,0.45,3483.226395161166
21,36000,OWN,5.0,EDUCATION,C,8800,13.85,0,0.24,N,2,0.16318659795954477,High,8800,0.45,646.2189279197972
24,30000,MORTGAGE,,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3,0.8722599899673066,High,10000,0.45,3925.1699548528795
24,43000,RENT,9.0,EDUCATION,A,11000,8.94,0,0.26,N,3,0.462985903243132,High,11000,0.45,2291.7802210535033
25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4,0.4984887966455225,High,11000,0.45,2467.5195433953363
26,45000,RENT,3.0,DEBTCONSOLIDATION,A,11000,6.99,0,0.24,N,2,0.5167332493999408,High,11000,0.45,2557.829584529707
25,45000,RENT,2.0,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2,0.6211820954593943,High,11000,0.45,3074.851372524002
23,36000,OWN,2.0,VENTURE,C,5000,12.87,0,0.14,Y,3,0.0483525586310988,Low,5000,0.45,108.79325691997231
25,36000,MORTGAGE,0.0,MEDICAL,C,5400,14.26,0,0.15,N,3,0.4305118725211024,High,5400,0.45,1046.1438502262788
22,45000,RENT,6.0,MEDICAL,B,11000,9.88,0,0.24,N,2,0.6146885862801785,High,11000,0.45,3042.7085020868835
26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2,0.9378025137641213,High,11000,0.45,4642.122443132401
22,36000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.14,N,2,0.39588868723275633,High,5000,0.45,890.7495462737019
22,45504,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2,0.6522356794209005,High,11000,0.45,3228.566613133458
22,46000,RENT,3.0,EDUCATION,B,11000,10.59,0,0.24,N,3,0.49664338199663177,High,11000,0.45,2458.3847408833276
24,36000,MORTGAGE,3.0,PERSONAL,B,4750,11.83,0,0.13,N,3,0.24011709929733074,High,4750,0.45,513.2502997480445
22,46000,RENT,4.0,PERSONAL,A,11000,7.49,0,0.24,N,4,0.4305451254033175,High,11000,0.45,2131.1983707464215
24,47160,RENT,5.0,VENTURE,B,11000,11.14,0,0.23,N,4,0.37064974336985745,High,11000,0.45,1834.7162296807944
25,48000,RENT,8.0,MEDICAL,A,11000,7.51,0,0.23,N,4,0.47553455991898713,High,11000,0.45,2353.8960715989865
23,30000,MORTGAGE,4.0,VENTURE,D,9500,15.31,1,0.32,N,2,0.9333263758440457,High,9500,0.45,3989.970256733295
22,48000,RENT,2.0,EDUCATION,B,11000,10.75,0,0.23,N,4,0.46838223682903013,High,11000,0.45,2318.492072303699
25,48996,RENT,9.0,EDUCATION,A,11000,7.88,0,0.22,N,2,0.3233912201852878,High,11000,0.45,1600.7865399171747
24,49278,RENT,4.0,VENTURE,C,11000,13.22,0,0.22,N,2,0.4211334359756371,High,11000,0.45,2084.610508079404
22,50000,RENT,1.0,MEDICAL,A,11000,,0,0.22,N,2,0.508205620728329,High,11000,0.45,2515.6178226052284
22,50000,RENT,6.0,EDUCATION,C,11000,13.49,0,0.22,Y,4,0.5428972344887578,High,11000,0.45,2687.341310719351
23,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,N,4,0.285965070611918,High,3000,0.45,386.05284532608937
21,50000,RENT,4.0,EDUCATION,B,11000,10.0,0,0.22,N,3,0.4238934635893197,High,11000,0.45,2098.2726447671325
25,50000,RENT,0.0,EDUCATION,B,11000,12.53,0,0.22,N,2,0.4653336202963769,High,11000,0.45,2303.4014204670657
26,44000,RENT,4.0,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,N,2,0.9641702505060379,High,11000,0.45,4772.642740004888
22,50985,RENT,4.0,EDUCATION,C,11000,13.11,0,0.22,N,2,0.5259348202544821,High,11000,0.45,2603.3773602596866
22,36000,MORTGAGE,3.0,MEDICAL,B,6000,12.53,0,0.17,N,2,0.4023249256231052,High,6000,0.45,1086.277299182384
26,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6350,8.94,0,0.18,N,4,0.32076093537201056,High,6350,0.45,916.5743728255202
26,46000,RENT,3.0,MEDICAL,D,11000,16.29,1,0.24,Y,3,0.9606878891823308,High,11000,0.45,4755.405051452537
21,52769,RENT,5.0,EDUCATION,B,11000,10.37,0,0.21,N,4,0.39999712730446196,High,11000,0.45,1979.9857801570868
26,53004,RENT,10.0,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,N,4,0.4647587422010814,High,11000,0.45,2300.555773895353
23,30000,MORTGAGE,7.0,MEDICAL,C,10000,13.79,1,0.33,N,2,0.8197223829380368,High,10000,0.45,3688.750723221166
23,54996,RENT,2.0,MEDICAL,C,11000,,0,0.2,N,2,0.5574843732080027,High,11000,0.45,2759.5476473796134
23,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,9.32,1,0.03,N,4,0.13850229400100128,Medium,1000,0.45,62.32603230045058
23,56000,RENT,3.0,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,N,4,0.40366646039511245,High,11000,0.45,1998.1489789558066
21,36000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,N,3,0.40910036173688025,High,8000,0.45,1472.761302252769
26,58195,RENT,3.0,PERSONAL,B,11000,9.91,0,0.19,N,2,0.3789137667008626,High,11000,0.45,1875.62314516927
22,59000,RENT,2.0,EDUCATION,B,11000,10.74,0,0.19,N,2,0.34581832621177455,High,11000,0.45,1711.8007147482842
24,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,N,4,0.38649711005400667,High,6400,0.45,1113.1116769555392
23,60000,RENT,1.0,EDUCATION,C,11000,14.22,0,0.18,N,4,0.4201138857530481,High,11000,0.45,2079.5637344775882
22,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.32,0,0.28,N,3,0.5296653116765324,High,10000,0.45,2383.493902544396
24,65000,RENT,5.0,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,N,4,0.3739287329005677,High,11000,0.45,1850.9472278578103
26,36000,MORTGAGE,10.0,PERSONAL,B,18000,10.39,0,0.5,N,2,0.891127402452743,High,18000,0.45,7218.131959867219
26,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,Y,4,0.5360678001504955,High,6000,0.45,1447.3830604063378
24,36000,MORTGAGE,3.0,EDUCATION,B,8000,9.83,0,0.22,N,3,0.33296901273096324,High,8000,0.45,1198.6884458314678
24,69996,RENT,9.0,DEBTCONSOLIDATION,B,11000,11.86,0,0.16,N,3,0.41876207420876066,High,11000,0.45,2072.8722673333655
26,70000,RENT,5.0,HOMEIMPROVEMENT,A,11000,6.62,0,0.16,N,4,0.3294141941011366,High,11000,0.45,1630.6002608006263
22,71200,RENT,2.0,VENTURE,B,11000,12.42,0,0.15,N,2,0.19069071921218667,High,11000,0.45,943.919060100324
25,80004,RENT,9.0,HOMEIMPROVEMENT,C,11000,12.53,0,0.14,N,4,0.4794231137277203,High,11000,0.45,2373.1444129522156
23,81600,RENT,3.0,PERSONAL,B,11000,,0,0.13,N,3,0.23844470202762827,High,11000,0.45,1180.30127503676
24,85000,RENT,1.0,MEDICAL,A,11000,6.91,0,0.13,N,2,0.19796099912385864,High,11000,0.45,979.9069456631003
21,87000,RENT,5.0,MEDICAL,B,11000,11.58,0,0.13,N,2,0.3113386205411222,High,11000,0.45,1541.126171678555
24,90000,RENT,2.0,EDUCATION,B,11000,11.14,0,0.12,N,3,0.18344173809576494,High,11000,0.45,908.0366035740366
26,36194,MORTGAGE,10.0,PERSONAL,B,9250,10.08,0,0.26,N,3,0.4782879631259084,High,9250,0.45,1990.8736465115935
24,100000,RENT,6.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.11,N,4,0.1581972434411922,High,11000,0.45,783.0763550339015
25,30252,MORTGAGE,9.0,PERSONAL,B,10000,9.76,1,0.33,N,3,0.6703042126190986,High,10000,0.45,3016.3689567859437
23,116000,RENT,7.0,VENTURE,A,11000,8.94,0,0.09,N,2,0.06259124967649678,Medium,11000,0.45,309.8266858986591
21,30297,MORTGAGE,5.0,HOMEIMPROVEMENT,C,7550,13.22,1,0.25,Y,4,0.7483046766901589,High,7550,0.45,2542.365139054815
25,36300,MORTGAGE,5.0,VENTURE,A,9000,6.99,0,0.25,N,2,0.2128710267669082,High,9000,0.45,862.1276584059782
25,30300,MORTGAGE,4.0,MEDICAL,B,5000,10.0,1,0.17,N,2,0.3807279162304857,High,5000,0.45,856.6378115185928
25,120000,RENT,9.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,N,4,0.23578436654951604,High,11000,0.45,1167.1326144201043
26,125000,RENT,1.0,MEDICAL,C,11000,12.98,0,0.09,Y,4,0.27594060341995424,High,11000,0.45,1365.9059869287737
22,36396,MORTGAGE,6.0,EDUCATION,B,5500,11.12,0,0.15,N,3,0.22526255446143487,High,5500,0.45,557.5248222920513
24,47230,RENT,8.0,VENTURE,A,10950,6.91,0,0.23,N,2,0.25083869818773463,High,10950,0.45,1236.0076853200626
22,30400,MORTGAGE,2.0,VENTURE,C,9950,15.27,1,0.33,N,4,0.663152540840316,High,9950,0.45,2969.265501612515
22,60000,RENT,5.0,PERSONAL,D,10900,15.65,0,0.18,N,2,0.8862159498457736,High,10900,0.45,4346.889233993519
22,35500,RENT,6.0,HOMEIMPROVEMENT,C,10875,12.84,1,0.31,N,4,0.8925254219062797,High,10875,0.45,4367.796283453857
25,36400,MORTGAGE,4.0,VENTURE,C,11000,12.29,0,0.3,N,3,0.4906099375371847,High,11000,0.45,2428.519190809064
21,33000,RENT,2.0,EDUCATION,C,10800,12.23,1,0.33,N,3,0.8125309606745096,High,10800,0.45,3948.900468878117
24,34000,RENT,3.0,PERSONAL,D,10800,14.42,1,0.32,Y,4,0.9779204216126727,High,10800,0.45,4752.693249037589
22,36480,RENT,2.0,VENTURE,B,10800,8.88,0,0.3,N,4,0.5567680933330876,High,10800,0.45,2705.892933598806
26,33996,RENT,2.0,PERSONAL,B,10800,11.12,1,0.32,N,3,0.7802488884198299,High,10800,0.45,3792.009597720373
24,36500,MORTGAGE,3.0,VENTURE,B,2500,10.37,0,0.07,N,3,0.08085276334805712,Medium,2500,0.45,90.95935876656425
24,40000,RENT,0.0,DEBTCONSOLIDATION,A,10800,6.92,0,0.27,N,4,0.6167163161525502,High,10800,0.45,2997.2412965013937
24,43680,RENT,1.0,VENTURE,A,10800,5.42,0,0.25,N,2,0.28335304720799437,High,10800,0.45,1377.0958094308528
26,45000,RENT,0.0,MEDICAL,A,10800,6.17,0,0.24,N,3,0.48794850355908465,High,10800,0.45,2371.429727297151
24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4,0.45740791153580207,High,10800,0.45,2223.002450063998
23,30500,MORTGAGE,6.0,MEDICAL,D,3000,14.96,1,0.1,Y,2,0.8121392717444677,High,3000,0.45,1096.3880168550313
25,36500,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3200,9.63,0,0.09,N,3,0.17808318715908386,High,3200,0.45,256.43978950908075
24,36500,MORTGAGE,0.0,EDUCATION,C,7000,13.16,0,0.19,Y,4,0.37694243896569096,High,7000,0.45,1187.3686827419265
26,42000,RENT,2.0,PERSONAL,C,10800,13.99,1,0.26,N,2,0.7107931186181496,High,10800,0.45,3454.4545564842074
26,30576,MORTGAGE,10.0,MEDICAL,D,3000,14.46,1,0.1,Y,2,0.8048472908195646,High,3000,0.45,1086.5438426064122
26,36588,MORTGAGE,,DEBTCONSOLIDATION,B,10000,10.65,0,0.27,N,3,0.6002013585249091,High,10000,0.45,2700.9061133620908
22,36600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9950,7.29,0,0.27,N,3,0.48065691721042697,High,9950,0.45,2152.1413468096866
25,50000,RENT,2.0,VENTURE,B,10800,10.75,0,0.22,N,3,0.3391768647672164,High,10800,0.45,1648.399562768672
26,36636,MORTGAGE,,MEDICAL,A,5000,6.03,0,0.14,N,2,0.19518406191188453,High,5000,0.45,439.16413930174025
21,36648,MORTGAGE,,DEBTCONSOLIDATION,B,7125,9.91,0,0.19,N,2,0.4110243462489468,High,7125,0.45,1317.8468101606857
22,44400,RENT,2.0,PERSONAL,E,10800,18.79,1,0.24,N,3,0.9659907381108163,High,10800,0.45,4694.714987218567
23,55000,RENT,2.0,MEDICAL,B,10800,8.88,0,0.2,N,2,0.4769943081027209,High,10800,0.45,2318.1923373792238
25,55000,RENT,2.0,VENTURE,C,10800,13.57,0,0.2,N,2,0.37102843048299305,High,10800,0.45,1803.1981721473462
25,30780,MORTGAGE,,MEDICAL,A,5500,8.49,1,0.18,N,4,0.3151021221454481,High,5500,0.45,779.877752309984
21,36800,MORTGAGE,5.0,EDUCATION,A,12400,7.51,0,0.34,N,4,0.4924933720974806,High,12400,0.45,2748.113016303942
21,57000,RENT,0.0,EDUCATION,C,10800,13.22,0,0.19,N,3,0.4398629811679002,High,10800,0.45,2137.734088475995
21,57000,RENT,6.0,HOMEIMPROVEMENT,D,10800,16.77,1,0.19,N,4,0.9494036159813333,High,10800,0.45,4614.10157366928
25,68000,RENT,9.0,VENTURE,B,10800,10.74,0,0.16,N,2,0.1928886907429676,High,10800,0.45,937.4390370108226
24,36852,MORTGAGE,,EDUCATION,B,6000,9.99,0,0.16,N,4,0.22390079449137062,High,6000,0.45,604.5321451267007
23,72000,RENT,3.0,MEDICAL,A,10800,7.88,0,0.15,N,2,0.25777290723505913,High,10800,0.45,1252.7763291623874
26,69000,RENT,11.0,HOMEIMPROVEMENT,A,10800,7.51,1,0.16,N,4,0.3475773576166397,High,10800,0.45,1689.225958016869
23,58650,RENT,7.0,MEDICAL,D,10800,16.29,1,0.16,N,3,0.89737172386853,High,10800,0.45,4361.226578001056
22,36933,MORTGAGE,2.0,VENTURE,C,10000,12.22,0,0.27,Y,4,0.4323995783393511,High,10000,0.45,1945.7981025270801
22,75000,RENT,0.0,MEDICAL,B,10800,9.62,0,0.14,N,3,0.3119916214989688,High,10800,0.45,1516.2792804849885
25,62165,RENT,2.0,MEDICAL,D,10800,15.65,1,0.15,Y,4,0.8841903372258766,High,10800,0.45,4297.16503891776
23,115000,RENT,0.0,PERSONAL,C,10800,14.65,0,0.09,N,4,0.23556394907638437,High,10800,0.45,1144.840792511228
23,36996,OWN,4.0,MEDICAL,A,10000,7.51,0,0.27,N,3,0.14783966736840956,Medium,10000,0.45,665.278503157843
22,20796,RENT,1.0,DEBTCONSOLIDATION,D,10775,15.37,1,0.52,Y,2,0.9989071595907576,High,10775,0.45,4843.451090065686
23,30000,RENT,6.0,EDUCATION,B,10775,10.65,1,0.36,N,4,0.8234023273321517,High,10775,0.45,3992.4720346517706
24,36996,MORTGAGE,7.0,PERSONAL,D,7800,,0,0.21,Y,3,0.8551701813899918,High,7800,0.45,3001.6473366788714
24,24000,RENT,0.0,HOMEIMPROVEMENT,D,10750,15.2,1,0.45,Y,2,0.9979016099965486,High,10750,0.45,4827.349038358304
22,29950,RENT,0.0,HOMEIMPROVEMENT,D,10750,14.11,1,0.36,N,3,0.9926590720987367,High,10750,0.45,4801.988261277639
21,30067,RENT,5.0,VENTURE,C,10750,12.68,1,0.36,N,3,0.8119409715959496,High,10750,0.45,3927.764450095406
23,33600,RENT,2.0,DEBTCONSOLIDATION,C,10750,,1,0.32,Y,3,0.8702249786277425,High,10750,0.45,4209.713334111704
26,36000,RENT,7.0,VENTURE,E,10750,16.0,0,0.3,Y,4,0.9645200754217615,High,10750,0.45,4665.865864852772
23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0,0.16,N,3,0.039897694010788326,Low,6000,0.45,107.72377382912848
25,39000,RENT,1.0,HOMEIMPROVEMENT,D,10750,14.59,1,0.28,Y,4,0.9811479406330241,High,10750,0.45,4746.303162812254
23,32000,RENT,4.0,PERSONAL,A,10700,6.03,1,0.33,N,3,0.687161835279432,High,10700,0.45,3308.684236870465
26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4,0.3591666340658114,High,10700,0.45,1729.387343026882
25,54000,RENT,7.0,HOMEIMPROVEMENT,C,10700,,1,0.2,Y,2,0.6521914832607624,High,10700,0.45,3140.301991900571
23,37000,MORTGAGE,3.0,PERSONAL,B,6400,11.71,0,0.17,N,3,0.3067892738999562,High,6400,0.45,883.5531088318738
26,68000,RENT,4.0,EDUCATION,B,10700,12.42,0,0.16,N,4,0.2940829030627702,High,10700,0.45,1416.0091782472384
25,37000,OWN,0.0,VENTURE,C,10000,15.96,0,0.27,N,3,0.16051605739167912,High,10000,0.45,722.322258262556
22,37000,MORTGAGE,7.0,MEDICAL,B,3600,11.71,0,0.1,N,2,0.24899185990157524,High,3600,0.45,403.3668130405519
26,16800,RENT,,PERSONAL,B,10625,,1,0.63,N,3,0.9947041040610697,High,10625,0.45,4755.92899754199
22,37000,MORTGAGE,1.0,VENTURE,C,2000,14.27,0,0.05,Y,2,0.10724084752921956,Medium,2000,0.45,96.5167627762976
25,24000,RENT,2.0,MEDICAL,A,10625,6.03,1,0.44,N,2,0.9248505424455066,High,10625,0.45,4421.941656067578
26,37000,MORTGAGE,7.0,EDUCATION,B,8400,10.99,0,0.23,N,4,0.3703106873880052,High,8400,0.45,1399.7743983266596
25,37000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.19,Y,3,0.9299853446551707,High,7000,0.45,2929.4538356637877
